-0.50000	1.2071	-1.2071
-0.50000	1.2071	1.2071
-0.50000	-1.2071	-1.2071
-0.50000	-1.2071	1.2071
0	-0.70711	1.9142
0	0.70711	1.9142
0.50000	1.2071	-1.2071
0.50000	1.2071	1.2071
0.50000	-1.2071	-1.2071
0.50000	-1.2071	1.2071
-0.70711	0	1.9142
0.70711	0	1.9142
1.2071	-0.50000	-1.2071
1.2071	-0.50000	1.2071
1.2071	0.50000	-1.2071
1.2071	0.50000	1.2071
1.2071	1.2071	-0.50000
1.2071	1.2071	0.50000
1.2071	-1.2071	-0.50000
1.2071	-1.2071	0.50000
-1.2071	-0.50000	-1.2071
-1.2071	-0.50000	1.2071
-1.2071	0.50000	-1.2071
-1.2071	0.50000	1.2071
-1.2071	1.2071	-0.50000
-1.2071	1.2071	0.50000
-1.2071	-1.2071	-0.50000
-1.2071	-1.2071	0.50000
